Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"1009.Alarm.DriveFault","DB76,X16.2",Boolean,1,RO,100,,,,,,,,,,"驱动器故障",
"1009.Alarm.EstopFault","DB76,X16.7",Boolean,1,RO,100,,,,,,,,,,"急停故障",
"1009.Alarm.LS_Fault","DB76,X17.2",Boolean,1,RO,100,,,,,,,,,,"限位故障",
"1009.Alarm.OutSideFault","DB76,X17.1",Boolean,1,RO,100,,,,,,,,,,"货物超边故障",
"1009.Alarm.PH_Fault","DB76,X16.6",Boolean,1,RO,100,,,,,,,,,,"光电管异常",
"1009.Alarm.QF_Fault","DB76,X16.4",Boolean,1,RO,100,,,,,,,,,,"空开故障",
"1009.Alarm.QS_Fault","DB76,X16.5",Boolean,1,RO,100,,,,,,,,,,"隔离开关故障",
"1009.Alarm.TimeOutFault","DB76,X16.3",Boolean,1,RO,100,,,,,,,,,,"超时故障",
"1009.Alarm.TotalFault","DB76,X16.1",Boolean,1,RO,100,,,,,,,,,,"总故障",
"1009.State.BackUp10","DB51,X177.3",Boolean,1,RO,100,,,,,,,,,,"备用",
"1009.State.BackUp11","DB51,X177.4",Boolean,1,RO,100,,,,,,,,,,"备用",
"1009.State.BackUp12","DB51,X177.5",Boolean,1,RO,100,,,,,,,,,,"备用",
"1009.State.BackUp13","DB51,X177.6",Boolean,1,RO,100,,,,,,,,,,"备用",
"1009.State.CheckOK","DB51,X177.2",Boolean,1,RO,100,,,,,,,,,,"1条码校验成功",
"1009.State.ForwardRun","DB76,X17.5",Boolean,1,RO,100,,,,,,,,,,"正转运行",
"1009.State.IsRotate","DB51,B176",Byte,1,RO,100,,,,,,,,,,"1旋转/2不旋转",
"1009.State.Load","DB76,X17.3",Boolean,1,RO,100,,,,,,,,,,"负载",
"1009.State.NoRead","DB51,X177.1",Boolean,1,RO,100,,,,,,,,,,"1条码读不出来",
"1009.State.OutFlag","DB51,W178",Short,1,RO,100,,,,,,,,,,"1出库站台无货",
"1009.State.ReadOK","DB51,X177.0",Boolean,1,RO,100,,,,,,,,,,"1条码读取成功",
"1009.State.Remaining","DB51,X177.7",Boolean,1,RO,100,,,,,,,,,,"1尾盘、0整盘",
"1009.State.ReversalRun","DB76,X17.6",Boolean,1,RO,100,,,,,,,,,,"反转运行",
"1009.State.Runing","DB76,X16.0",Boolean,1,RO,100,,,,,,,,,,"设备运行标志",
"1009.State.SelectPlace","DB76,X17.4",Boolean,1,RO,100,,,,,,,,,,"选中位",
"1009.State.State_BY2","DB76,X17.0",Boolean,1,RO,100,,,,,,,,,,"备用2",
"1009.State.State_BY3","DB76,X17.7",Boolean,1,RO,100,,,,,,,,,,"备用",
"1009.Task.Code","DB51,B162",Char,1,RO,100,,,,,,,,,,"条码",
"1009.Task.Code_1","DB51,B163",Char,1,RO,100,,,,,,,,,,"条码",
"1009.Task.Code_2","DB51,B164",Char,1,RO,100,,,,,,,,,,"条码",
"1009.Task.Code_3","DB51,B165",Char,1,RO,100,,,,,,,,,,"条码",
"1009.Task.Code_4","DB51,B166",Char,1,RO,100,,,,,,,,,,"条码",
"1009.Task.Code_5","DB51,B167",Char,1,RO,100,,,,,,,,,,"条码",
"1009.Task.Code_6","DB51,B168",Char,1,RO,100,,,,,,,,,,"条码",
"1009.Task.Code_7","DB51,B169",Char,1,RO,100,,,,,,,,,,"条码",
"1009.Task.DestSta","DB51,W174",Short,1,RO,100,,,,,,,,,,"目标站台",
"1009.Task.StartSta","DB51,W172",Short,1,RO,100,,,,,,,,,,"开始站台",
"1009.Task.Task","DB51,W160",Short,1,RO,100,,,,,,,,,,"任务号",
"1009.Task.TpType","DB51,W170",Short,1,RO,100,,,,,,,,,,"货物类型",
"1010.Alarm.DriveFault","DB76,X18.2",Boolean,1,RO,100,,,,,,,,,,"驱动器故障",
"1010.Alarm.EstopFault","DB76,X18.7",Boolean,1,RO,100,,,,,,,,,,"急停故障",
"1010.Alarm.LS_Fault","DB76,X19.2",Boolean,1,RO,100,,,,,,,,,,"限位故障",
"1010.Alarm.OutSideFault","DB76,X19.1",Boolean,1,RO,100,,,,,,,,,,"货物超边故障",
"1010.Alarm.PH_Fault","DB76,X18.6",Boolean,1,RO,100,,,,,,,,,,"光电管异常",
"1010.Alarm.QF_Fault","DB76,X18.4",Boolean,1,RO,100,,,,,,,,,,"空开故障",
"1010.Alarm.QS_Fault","DB76,X18.5",Boolean,1,RO,100,,,,,,,,,,"隔离开关故障",
"1010.Alarm.TimeOutFault","DB76,X18.3",Boolean,1,RO,100,,,,,,,,,,"超时故障",
"1010.Alarm.TotalFault","DB76,X18.1",Boolean,1,RO,100,,,,,,,,,,"总故障",
"1010.State.BackUp10","DB51,X197.3",Boolean,1,RO,100,,,,,,,,,,"备用",
"1010.State.BackUp11","DB51,X197.4",Boolean,1,RO,100,,,,,,,,,,"备用",
"1010.State.BackUp12","DB51,X197.5",Boolean,1,RO,100,,,,,,,,,,"备用",
"1010.State.BackUp13","DB51,X197.6",Boolean,1,RO,100,,,,,,,,,,"备用",
"1010.State.CheckOK","DB51,X197.2",Boolean,1,RO,100,,,,,,,,,,"1条码校验成功",
"1010.State.ForwardRun","DB76,X19.5",Boolean,1,RO,100,,,,,,,,,,"正转运行",
"1010.State.IsRotate","DB51,B196",Byte,1,RO,100,,,,,,,,,,"1旋转/2不旋转",
"1010.State.Load","DB76,X19.3",Boolean,1,RO,100,,,,,,,,,,"负载",
"1010.State.NoRead","DB51,X197.1",Boolean,1,RO,100,,,,,,,,,,"1条码读不出来",
"1010.State.OutFlag","DB51,W198",Short,1,RO,100,,,,,,,,,,"1出库站台无货",
"1010.State.ReadOK","DB51,X197.0",Boolean,1,RO,100,,,,,,,,,,"1条码读取成功",
"1010.State.Remaining","DB51,X197.7",Boolean,1,RO,100,,,,,,,,,,"1尾盘、0整盘",
"1010.State.ReversalRun","DB76,X19.6",Boolean,1,RO,100,,,,,,,,,,"反转运行",
"1010.State.Runing","DB76,X18.0",Boolean,1,RO,100,,,,,,,,,,"设备运行标志",
"1010.State.SelectPlace","DB76,X19.4",Boolean,1,RO,100,,,,,,,,,,"选中位",
"1010.State.State_BY2","DB76,X19.0",Boolean,1,RO,100,,,,,,,,,,"备用2",
"1010.State.State_BY3","DB76,X19.7",Boolean,1,RO,100,,,,,,,,,,"备用",
"1010.Task.Code","DB51,B182",Char,1,RO,100,,,,,,,,,,"条码",
"1010.Task.Code_1","DB51,B183",Char,1,RO,100,,,,,,,,,,"条码",
"1010.Task.Code_2","DB51,B184",Char,1,RO,100,,,,,,,,,,"条码",
"1010.Task.Code_3","DB51,B185",Char,1,RO,100,,,,,,,,,,"条码",
"1010.Task.Code_4","DB51,B186",Char,1,RO,100,,,,,,,,,,"条码",
"1010.Task.Code_5","DB51,B187",Char,1,RO,100,,,,,,,,,,"条码",
"1010.Task.Code_6","DB51,B188",Char,1,RO,100,,,,,,,,,,"条码",
"1010.Task.Code_7","DB51,B189",Char,1,RO,100,,,,,,,,,,"条码",
"1010.Task.DestSta","DB51,W194",Short,1,RO,100,,,,,,,,,,"目标站台",
"1010.Task.StartSta","DB51,W192",Short,1,RO,100,,,,,,,,,,"开始站台",
"1010.Task.Task","DB51,W180",Short,1,RO,100,,,,,,,,,,"任务号",
"1010.Task.TpType","DB51,W190",Short,1,RO,100,,,,,,,,,,"货物类型",
"1011.Alarm.DriveFault","DB76,X20.2",Boolean,1,RO,100,,,,,,,,,,"驱动器故障",
"1011.Alarm.EstopFault","DB76,X20.7",Boolean,1,RO,100,,,,,,,,,,"急停故障",
"1011.Alarm.LS_Fault","DB76,X21.2",Boolean,1,RO,100,,,,,,,,,,"限位故障",
"1011.Alarm.OutSideFault","DB76,X21.1",Boolean,1,RO,100,,,,,,,,,,"货物超边故障",
"1011.Alarm.PH_Fault","DB76,X20.6",Boolean,1,RO,100,,,,,,,,,,"光电管异常",
"1011.Alarm.QF_Fault","DB76,X20.4",Boolean,1,RO,100,,,,,,,,,,"空开故障",
"1011.Alarm.QS_Fault","DB76,X20.5",Boolean,1,RO,100,,,,,,,,,,"隔离开关故障",
"1011.Alarm.TimeOutFault","DB76,X20.3",Boolean,1,RO,100,,,,,,,,,,"超时故障",
"1011.Alarm.TotalFault","DB76,X20.1",Boolean,1,RO,100,,,,,,,,,,"总故障",
"1011.State.BackUp10","DB51,X217.3",Boolean,1,RO,100,,,,,,,,,,"备用",
"1011.State.BackUp11","DB51,X217.4",Boolean,1,RO,100,,,,,,,,,,"备用",
"1011.State.BackUp12","DB51,X217.5",Boolean,1,RO,100,,,,,,,,,,"备用",
"1011.State.BackUp13","DB51,X217.6",Boolean,1,RO,100,,,,,,,,,,"备用",
"1011.State.CheckOK","DB51,X217.2",Boolean,1,RO,100,,,,,,,,,,"1条码校验成功",
"1011.State.ForwardRun","DB76,X21.5",Boolean,1,RO,100,,,,,,,,,,"正转运行",
"1011.State.IsRotate","DB51,B216",Byte,1,RO,100,,,,,,,,,,"1旋转/2不旋转",
"1011.State.Load","DB76,X21.3",Boolean,1,RO,100,,,,,,,,,,"负载",
"1011.State.NoRead","DB51,X217.1",Boolean,1,RO,100,,,,,,,,,,"1条码读不出来",
"1011.State.OutFlag","DB51,W218",Short,1,RO,100,,,,,,,,,,"1出库站台无货",
"1011.State.ReadOK","DB51,X217.0",Boolean,1,RO,100,,,,,,,,,,"1条码读取成功",
"1011.State.Remaining","DB51,X217.7",Boolean,1,RO,100,,,,,,,,,,"1尾盘、0整盘",
"1011.State.ReversalRun","DB76,X21.6",Boolean,1,RO,100,,,,,,,,,,"反转运行",
"1011.State.Runing","DB76,X20.0",Boolean,1,RO,100,,,,,,,,,,"设备运行标志",
"1011.State.SelectPlace","DB76,X21.4",Boolean,1,RO,100,,,,,,,,,,"选中位",
"1011.State.State_BY2","DB76,X21.0",Boolean,1,RO,100,,,,,,,,,,"备用2",
"1011.State.State_BY3","DB76,X21.7",Boolean,1,RO,100,,,,,,,,,,"备用",
"1011.Task.Code","DB51,B202",Char,1,RO,100,,,,,,,,,,"条码",
"1011.Task.Code_1","DB51,B203",Char,1,RO,100,,,,,,,,,,"条码",
"1011.Task.Code_2","DB51,B204",Char,1,RO,100,,,,,,,,,,"条码",
"1011.Task.Code_3","DB51,B205",Char,1,RO,100,,,,,,,,,,"条码",
"1011.Task.Code_4","DB51,B206",Char,1,RO,100,,,,,,,,,,"条码",
"1011.Task.Code_5","DB51,B207",Char,1,RO,100,,,,,,,,,,"条码",
"1011.Task.Code_6","DB51,B208",Char,1,RO,100,,,,,,,,,,"条码",
"1011.Task.Code_7","DB51,B209",Char,1,RO,100,,,,,,,,,,"条码",
"1011.Task.DestSta","DB51,W214",Short,1,RO,100,,,,,,,,,,"目标站台",
"1011.Task.StartSta","DB51,W212",Short,1,RO,100,,,,,,,,,,"开始站台",
"1011.Task.Task","DB51,W200",Short,1,RO,100,,,,,,,,,,"任务号",
"1011.Task.TpType","DB51,W210",Short,1,RO,100,,,,,,,,,,"货物类型",
"1012.Alarm.DriveFault","DB76,X22.2",Boolean,1,RO,100,,,,,,,,,,"驱动器故障",
"1012.Alarm.EstopFault","DB76,X22.7",Boolean,1,RO,100,,,,,,,,,,"急停故障",
"1012.Alarm.LS_Fault","DB76,X23.2",Boolean,1,RO,100,,,,,,,,,,"限位故障",
"1012.Alarm.OutSideFault","DB76,X23.1",Boolean,1,RO,100,,,,,,,,,,"货物超边故障",
"1012.Alarm.PH_Fault","DB76,X22.6",Boolean,1,RO,100,,,,,,,,,,"光电管异常",
"1012.Alarm.QF_Fault","DB76,X22.4",Boolean,1,RO,100,,,,,,,,,,"空开故障",
"1012.Alarm.QS_Fault","DB76,X22.5",Boolean,1,RO,100,,,,,,,,,,"隔离开关故障",
"1012.Alarm.TimeOutFault","DB76,X22.3",Boolean,1,RO,100,,,,,,,,,,"超时故障",
"1012.Alarm.TotalFault","DB76,X22.1",Boolean,1,RO,100,,,,,,,,,,"总故障",
"1012.State.BackUp10","DB51,X237.3",Boolean,1,RO,100,,,,,,,,,,"备用",
"1012.State.BackUp11","DB51,X237.4",Boolean,1,RO,100,,,,,,,,,,"备用",
"1012.State.BackUp12","DB51,X237.5",Boolean,1,RO,100,,,,,,,,,,"备用",
"1012.State.BackUp13","DB51,X237.6",Boolean,1,RO,100,,,,,,,,,,"备用",
"1012.State.CheckOK","DB51,X237.2",Boolean,1,RO,100,,,,,,,,,,"1条码校验成功",
"1012.State.ForwardRun","DB76,X23.5",Boolean,1,RO,100,,,,,,,,,,"正转运行",
"1012.State.IsRotate","DB51,B236",Byte,1,RO,100,,,,,,,,,,"1旋转/2不旋转",
"1012.State.Load","DB76,X23.3",Boolean,1,RO,100,,,,,,,,,,"负载",
"1012.State.NoRead","DB51,X237.1",Boolean,1,RO,100,,,,,,,,,,"1条码读不出来",
"1012.State.OutFlag","DB51,W238",Short,1,RO,100,,,,,,,,,,"1出库站台无货",
"1012.State.ReadOK","DB51,X237.0",Boolean,1,RO,100,,,,,,,,,,"1条码读取成功",
"1012.State.Remaining","DB51,X237.7",Boolean,1,RO,100,,,,,,,,,,"1尾盘、0整盘",
"1012.State.ReversalRun","DB76,X23.6",Boolean,1,RO,100,,,,,,,,,,"反转运行",
"1012.State.Runing","DB76,X22.0",Boolean,1,RO,100,,,,,,,,,,"设备运行标志",
"1012.State.SelectPlace","DB76,X23.4",Boolean,1,RO,100,,,,,,,,,,"选中位",
"1012.State.State_BY2","DB76,X23.0",Boolean,1,RO,100,,,,,,,,,,"备用2",
"1012.State.State_BY3","DB76,X23.7",Boolean,1,RO,100,,,,,,,,,,"备用",
"1012.Task.Code","DB51,B222",Char,1,RO,100,,,,,,,,,,"条码",
"1012.Task.Code_1","DB51,B223",Char,1,RO,100,,,,,,,,,,"条码",
"1012.Task.Code_2","DB51,B224",Char,1,RO,100,,,,,,,,,,"条码",
"1012.Task.Code_3","DB51,B225",Char,1,RO,100,,,,,,,,,,"条码",
"1012.Task.Code_4","DB51,B226",Char,1,RO,100,,,,,,,,,,"条码",
"1012.Task.Code_5","DB51,B227",Char,1,RO,100,,,,,,,,,,"条码",
"1012.Task.Code_6","DB51,B228",Char,1,RO,100,,,,,,,,,,"条码",
"1012.Task.Code_7","DB51,B229",Char,1,RO,100,,,,,,,,,,"条码",
"1012.Task.DestSta","DB51,W234",Short,1,RO,100,,,,,,,,,,"目标站台",
"1012.Task.StartSta","DB51,W232",Short,1,RO,100,,,,,,,,,,"开始站台",
"1012.Task.Task","DB51,W220",Short,1,RO,100,,,,,,,,,,"任务号",
"1012.Task.TpType","DB51,W230",Short,1,RO,100,,,,,,,,,,"货物类型",
"1013.Alarm.DriveFault","DB76,X24.2",Boolean,1,RO,100,,,,,,,,,,"驱动器故障",
"1013.Alarm.EstopFault","DB76,X24.7",Boolean,1,RO,100,,,,,,,,,,"急停故障",
"1013.Alarm.LS_Fault","DB76,X25.2",Boolean,1,RO,100,,,,,,,,,,"限位故障",
"1013.Alarm.OutSideFault","DB76,X25.1",Boolean,1,RO,100,,,,,,,,,,"货物超边故障",
"1013.Alarm.PH_Fault","DB76,X24.6",Boolean,1,RO,100,,,,,,,,,,"光电管异常",
"1013.Alarm.QF_Fault","DB76,X24.4",Boolean,1,RO,100,,,,,,,,,,"空开故障",
"1013.Alarm.QS_Fault","DB76,X24.5",Boolean,1,RO,100,,,,,,,,,,"隔离开关故障",
"1013.Alarm.TimeOutFault","DB76,X24.3",Boolean,1,RO,100,,,,,,,,,,"超时故障",
"1013.Alarm.TotalFault","DB76,X24.1",Boolean,1,RO,100,,,,,,,,,,"总故障",
"1013.State.BackUp10","DB51,X257.3",Boolean,1,RO,100,,,,,,,,,,"备用",
"1013.State.BackUp11","DB51,X257.4",Boolean,1,RO,100,,,,,,,,,,"备用",
"1013.State.BackUp12","DB51,X257.5",Boolean,1,RO,100,,,,,,,,,,"备用",
"1013.State.BackUp13","DB51,X257.6",Boolean,1,RO,100,,,,,,,,,,"备用",
"1013.State.CheckOK","DB51,X257.2",Boolean,1,RO,100,,,,,,,,,,"1条码校验成功",
"1013.State.ForwardRun","DB76,X25.5",Boolean,1,RO,100,,,,,,,,,,"正转运行",
"1013.State.IsRotate","DB51,B256",Byte,1,RO,100,,,,,,,,,,"1旋转/2不旋转",
"1013.State.Load","DB76,X25.3",Boolean,1,RO,100,,,,,,,,,,"负载",
"1013.State.NoRead","DB51,X257.1",Boolean,1,RO,100,,,,,,,,,,"1条码读不出来",
"1013.State.OutFlag","DB51,W258",Short,1,RO,100,,,,,,,,,,"1出库站台无货",
"1013.State.ReadOK","DB51,X257.0",Boolean,1,RO,100,,,,,,,,,,"1条码读取成功",
"1013.State.Remaining","DB51,X257.7",Boolean,1,RO,100,,,,,,,,,,"1尾盘、0整盘",
"1013.State.ReversalRun","DB76,X25.6",Boolean,1,RO,100,,,,,,,,,,"反转运行",
"1013.State.Runing","DB76,X24.0",Boolean,1,RO,100,,,,,,,,,,"设备运行标志",
"1013.State.SelectPlace","DB76,X25.4",Boolean,1,RO,100,,,,,,,,,,"选中位",
"1013.State.State_BY2","DB76,X25.0",Boolean,1,RO,100,,,,,,,,,,"备用2",
"1013.State.State_BY3","DB76,X25.7",Boolean,1,RO,100,,,,,,,,,,"备用",
"1013.Task.Code","DB51,B242",Char,1,RO,100,,,,,,,,,,"条码",
"1013.Task.Code_1","DB51,B243",Char,1,RO,100,,,,,,,,,,"条码",
"1013.Task.Code_2","DB51,B244",Char,1,RO,100,,,,,,,,,,"条码",
"1013.Task.Code_3","DB51,B245",Char,1,RO,100,,,,,,,,,,"条码",
"1013.Task.Code_4","DB51,B246",Char,1,RO,100,,,,,,,,,,"条码",
"1013.Task.Code_5","DB51,B247",Char,1,RO,100,,,,,,,,,,"条码",
"1013.Task.Code_6","DB51,B248",Char,1,RO,100,,,,,,,,,,"条码",
"1013.Task.Code_7","DB51,B249",Char,1,RO,100,,,,,,,,,,"条码",
"1013.Task.DestSta","DB51,W254",Short,1,RO,100,,,,,,,,,,"目标站台",
"1013.Task.StartSta","DB51,W252",Short,1,RO,100,,,,,,,,,,"开始站台",
"1013.Task.Task","DB51,W240",Short,1,RO,100,,,,,,,,,,"任务号",
"1013.Task.TpType","DB51,W250",Short,1,RO,100,,,,,,,,,,"货物类型",
"1014.Alarm.DriveFault","DB76,X26.2",Boolean,1,RO,100,,,,,,,,,,"驱动器故障",
"1014.Alarm.EstopFault","DB76,X26.7",Boolean,1,RO,100,,,,,,,,,,"急停故障",
"1014.Alarm.LS_Fault","DB76,X27.2",Boolean,1,RO,100,,,,,,,,,,"限位故障",
"1014.Alarm.OutSideFault","DB76,X27.1",Boolean,1,RO,100,,,,,,,,,,"货物超边故障",
"1014.Alarm.PH_Fault","DB76,X26.6",Boolean,1,RO,100,,,,,,,,,,"光电管异常",
"1014.Alarm.QF_Fault","DB76,X26.4",Boolean,1,RO,100,,,,,,,,,,"空开故障",
"1014.Alarm.QS_Fault","DB76,X26.5",Boolean,1,RO,100,,,,,,,,,,"隔离开关故障",
"1014.Alarm.TimeOutFault","DB76,X26.3",Boolean,1,RO,100,,,,,,,,,,"超时故障",
"1014.Alarm.TotalFault","DB76,X26.1",Boolean,1,RO,100,,,,,,,,,,"总故障",
"1014.State.BackUp10","DB51,X277.3",Boolean,1,RO,100,,,,,,,,,,"备用",
"1014.State.BackUp11","DB51,X277.4",Boolean,1,RO,100,,,,,,,,,,"备用",
"1014.State.BackUp12","DB51,X277.5",Boolean,1,RO,100,,,,,,,,,,"备用",
"1014.State.BackUp13","DB51,X277.6",Boolean,1,RO,100,,,,,,,,,,"备用",
"1014.State.CheckOK","DB51,X277.2",Boolean,1,RO,100,,,,,,,,,,"1条码校验成功",
"1014.State.ForwardRun","DB76,X27.5",Boolean,1,RO,100,,,,,,,,,,"正转运行",
"1014.State.IsRotate","DB51,B276",Byte,1,RO,100,,,,,,,,,,"1旋转/2不旋转",
"1014.State.Load","DB76,X27.3",Boolean,1,RO,100,,,,,,,,,,"负载",
"1014.State.NoRead","DB51,X277.1",Boolean,1,RO,100,,,,,,,,,,"1条码读不出来",
"1014.State.OutFlag","DB51,W278",Short,1,RO,100,,,,,,,,,,"1出库站台无货",
"1014.State.ReadOK","DB51,X277.0",Boolean,1,RO,100,,,,,,,,,,"1条码读取成功",
"1014.State.Remaining","DB51,X277.7",Boolean,1,RO,100,,,,,,,,,,"1尾盘、0整盘",
"1014.State.ReversalRun","DB76,X27.6",Boolean,1,RO,100,,,,,,,,,,"反转运行",
"1014.State.Runing","DB76,X26.0",Boolean,1,RO,100,,,,,,,,,,"设备运行标志",
"1014.State.SelectPlace","DB76,X27.4",Boolean,1,RO,100,,,,,,,,,,"选中位",
"1014.State.State_BY2","DB76,X27.0",Boolean,1,RO,100,,,,,,,,,,"备用2",
"1014.State.State_BY3","DB76,X27.7",Boolean,1,RO,100,,,,,,,,,,"备用",
"1014.Task.Code","DB51,B262",Char,1,RO,100,,,,,,,,,,"条码",
"1014.Task.Code_1","DB51,B263",Char,1,RO,100,,,,,,,,,,"条码",
"1014.Task.Code_2","DB51,B264",Char,1,RO,100,,,,,,,,,,"条码",
"1014.Task.Code_3","DB51,B265",Char,1,RO,100,,,,,,,,,,"条码",
"1014.Task.Code_4","DB51,B266",Char,1,RO,100,,,,,,,,,,"条码",
"1014.Task.Code_5","DB51,B267",Char,1,RO,100,,,,,,,,,,"条码",
"1014.Task.Code_6","DB51,B268",Char,1,RO,100,,,,,,,,,,"条码",
"1014.Task.Code_7","DB51,B269",Char,1,RO,100,,,,,,,,,,"条码",
"1014.Task.DestSta","DB51,W274",Short,1,RO,100,,,,,,,,,,"目标站台",
"1014.Task.StartSta","DB51,W272",Short,1,RO,100,,,,,,,,,,"开始站台",
"1014.Task.Task","DB51,W260",Short,1,RO,100,,,,,,,,,,"任务号",
"1014.Task.TpType","DB51,W270",Short,1,RO,100,,,,,,,,,,"货物类型",
"1015.Alarm.DriveFault","DB76,X28.2",Boolean,1,RO,100,,,,,,,,,,"驱动器故障",
"1015.Alarm.EstopFault","DB76,X28.7",Boolean,1,RO,100,,,,,,,,,,"急停故障",
"1015.Alarm.LS_Fault","DB76,X29.2",Boolean,1,RO,100,,,,,,,,,,"限位故障",
"1015.Alarm.OutSideFault","DB76,X29.1",Boolean,1,RO,100,,,,,,,,,,"货物超边故障",
"1015.Alarm.PH_Fault","DB76,X28.6",Boolean,1,RO,100,,,,,,,,,,"光电管异常",
"1015.Alarm.QF_Fault","DB76,X28.4",Boolean,1,RO,100,,,,,,,,,,"空开故障",
"1015.Alarm.QS_Fault","DB76,X28.5",Boolean,1,RO,100,,,,,,,,,,"隔离开关故障",
"1015.Alarm.TimeOutFault","DB76,X28.3",Boolean,1,RO,100,,,,,,,,,,"超时故障",
"1015.Alarm.TotalFault","DB76,X28.1",Boolean,1,RO,100,,,,,,,,,,"总故障",
"1015.State.BackUp10","DB51,X297.3",Boolean,1,RO,100,,,,,,,,,,"备用",
"1015.State.BackUp11","DB51,X297.4",Boolean,1,RO,100,,,,,,,,,,"备用",
"1015.State.BackUp12","DB51,X297.5",Boolean,1,RO,100,,,,,,,,,,"备用",
"1015.State.BackUp13","DB51,X297.6",Boolean,1,RO,100,,,,,,,,,,"备用",
"1015.State.CheckOK","DB51,X297.2",Boolean,1,RO,100,,,,,,,,,,"1条码校验成功",
"1015.State.ForwardRun","DB76,X29.5",Boolean,1,RO,100,,,,,,,,,,"正转运行",
"1015.State.IsRotate","DB51,B296",Byte,1,RO,100,,,,,,,,,,"1旋转/2不旋转",
"1015.State.Load","DB76,X29.3",Boolean,1,RO,100,,,,,,,,,,"负载",
"1015.State.NoRead","DB51,X297.1",Boolean,1,RO,100,,,,,,,,,,"1条码读不出来",
"1015.State.OutFlag","DB51,W298",Short,1,RO,100,,,,,,,,,,"1出库站台无货",
"1015.State.ReadOK","DB51,X297.0",Boolean,1,RO,100,,,,,,,,,,"1条码读取成功",
"1015.State.Remaining","DB51,X297.7",Boolean,1,RO,100,,,,,,,,,,"1尾盘、0整盘",
"1015.State.ReversalRun","DB76,X29.6",Boolean,1,RO,100,,,,,,,,,,"反转运行",
"1015.State.Runing","DB76,X28.0",Boolean,1,RO,100,,,,,,,,,,"设备运行标志",
"1015.State.SelectPlace","DB76,X29.4",Boolean,1,RO,100,,,,,,,,,,"选中位",
"1015.State.State_BY2","DB76,X29.0",Boolean,1,RO,100,,,,,,,,,,"备用2",
"1015.State.State_BY3","DB76,X29.7",Boolean,1,RO,100,,,,,,,,,,"备用",
"1015.Task.Code","DB51,B282",Char,1,RO,100,,,,,,,,,,"条码",
"1015.Task.Code_1","DB51,B283",Char,1,RO,100,,,,,,,,,,"条码",
"1015.Task.Code_2","DB51,B284",Char,1,RO,100,,,,,,,,,,"条码",
"1015.Task.Code_3","DB51,B285",Char,1,RO,100,,,,,,,,,,"条码",
"1015.Task.Code_4","DB51,B286",Char,1,RO,100,,,,,,,,,,"条码",
"1015.Task.Code_5","DB51,B287",Char,1,RO,100,,,,,,,,,,"条码",
"1015.Task.Code_6","DB51,B288",Char,1,RO,100,,,,,,,,,,"条码",
"1015.Task.Code_7","DB51,B289",Char,1,RO,100,,,,,,,,,,"条码",
"1015.Task.DestSta","DB51,W294",Short,1,RO,100,,,,,,,,,,"目标站台",
"1015.Task.StartSta","DB51,W292",Short,1,RO,100,,,,,,,,,,"开始站台",
"1015.Task.Task","DB51,W280",Short,1,RO,100,,,,,,,,,,"任务号",
"1015.Task.TpType","DB51,W290",Short,1,RO,100,,,,,,,,,,"货物类型",
"1016.Alarm.DriveFault","DB76,X30.2",Boolean,1,RO,100,,,,,,,,,,"驱动器故障",
"1016.Alarm.EstopFault","DB76,X30.7",Boolean,1,RO,100,,,,,,,,,,"急停故障",
"1016.Alarm.LS_Fault","DB76,X31.2",Boolean,1,RO,100,,,,,,,,,,"限位故障",
"1016.Alarm.OutSideFault","DB76,X31.1",Boolean,1,RO,100,,,,,,,,,,"货物超边故障",
"1016.Alarm.PH_Fault","DB76,X30.6",Boolean,1,RO,100,,,,,,,,,,"光电管异常",
"1016.Alarm.QF_Fault","DB76,X30.4",Boolean,1,RO,100,,,,,,,,,,"空开故障",
"1016.Alarm.QS_Fault","DB76,X30.5",Boolean,1,RO,100,,,,,,,,,,"隔离开关故障",
"1016.Alarm.TimeOutFault","DB76,X30.3",Boolean,1,RO,100,,,,,,,,,,"超时故障",
"1016.Alarm.TotalFault","DB76,X30.1",Boolean,1,RO,100,,,,,,,,,,"总故障",
"1016.State.BackUp10","DB51,X317.3",Boolean,1,RO,100,,,,,,,,,,"备用",
"1016.State.BackUp11","DB51,X317.4",Boolean,1,RO,100,,,,,,,,,,"备用",
"1016.State.BackUp12","DB51,X317.5",Boolean,1,RO,100,,,,,,,,,,"备用",
"1016.State.BackUp13","DB51,X317.6",Boolean,1,RO,100,,,,,,,,,,"备用",
"1016.State.CheckOK","DB51,X317.2",Boolean,1,RO,100,,,,,,,,,,"1条码校验成功",
"1016.State.ForwardRun","DB76,X31.5",Boolean,1,RO,100,,,,,,,,,,"正转运行",
"1016.State.IsRotate","DB51,B316",Byte,1,RO,100,,,,,,,,,,"1旋转/2不旋转",
"1016.State.Load","DB76,X31.3",Boolean,1,RO,100,,,,,,,,,,"负载",
"1016.State.NoRead","DB51,X317.1",Boolean,1,RO,100,,,,,,,,,,"1条码读不出来",
"1016.State.OutFlag","DB51,W318",Short,1,RO,100,,,,,,,,,,"1出库站台无货",
"1016.State.ReadOK","DB51,X317.0",Boolean,1,RO,100,,,,,,,,,,"1条码读取成功",
